review,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,context1_keyword,context2_keyword,context3_keyword,sentiment1,sentiment2,sentiment3,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,keyword39,keyword40,keyword41
เช้าๆบ่ายๆหรือเย็นๆ อาหารว่างที่คนเรามักหยิบจับไปกินดื่มเล่นนั้น ส่วนมากก็ไม่พ้นน้ำชากาแฟ หนมปัง และน้ำปั่น วันน้ี้เราจะมาดูน้ำปั่นของร้านนี้ซึ่งขายมานาน(ไม่แน่ใจว่านานเท่าไหร่แต่ก็นานอยู่) ทีเด็ดอยู่ที่น้ำผลไม้ปั่นและของจุกจิกที่สามารถนำมาปั่นรวมกันได้ (โอรีโอ้ ปีโป้ อะไรก็ว่ากันไป)แล้วแต่เราจะ mix & match กันเอง ขอแค่สั่งคุณเจ้าของร้านก็จะจัดเต็มให้ทันที ปริมาณเมื่อเทียบกับราคาถือว่าเยอะครับถ้าเทียบตามท้องตลาดทั่วไป เพราะราคาต่อแก้วประมาณ 15 - 20 เท่านั้น ใครผ่านไปแถวนั้นก็ลองแวะชิมดูได้ครับ ,น,้,ำ,ป,ั,่,น,",",,ร,า,ค,า,",",,ส,ด,ช,ื,่,น,,ร้านอาหารเรื่อนปั้นหยา ที่จอดรถกว้างขวางสะดวกสบาย,ที่จอดรถกว้างขวางสะดวกสบาย,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,positive,positive,neutral,,,,,,,,,,,,,,,,,,,
ถ้วยกาแฟสีส้มมีข้อความที่มาที่ไปของกาแฟของทางร้านรสชาดทานแล้วตาลุกโตทุกทีเข้มข้นและอร่อยอย่าบอกใครดูจากเครื่องชงแล้วราคาแสนกว่าน่าลองชิมกับราคาถ้วยละ40บาทคุ้มนะอาหารลองทานแล่วแต่ไม่เด่นอะไรเบเกอรี่ยิ่งไม่ต้องพูดถึงกาแฟโอก็พอแล้วบรรยากาศร้านไว้นั่งคุยกันสบายๆ,ก,า,แ,ฟ,",",,ร,า,ค,า,",",,บ,ร,ร,ย,า,ก,า,ศ,,,ที่จอดรถกว้างขวางสะดวกสบาย,ที่จอดรถกว้างขวางสะดวกสบาย,ร้านอาหารเรื่อนปั้นหยา ที่จอดรถกว้างขวางสะดวกสบาย,positive,positive,positive,,,,,,,,,,,,,,,,,,,
"วันนี้มีโอกาสตื่นเช้าครับเลยถึงโอกาสออกมาหาอะไรอร่อยๆทานตอนเช้าๆครับ สําหรับเช้าๆนั้นจะมีตัวเลือกไม่มากเท่าไรโดยเฉพาะก๋วยจั๊บอร่อยๆเพราะของแบบนี้ต่อให้ใส่ถุงมาจากร้านดังเมื่อคืน เอามาอุ่นตอนเช้าความอร่อยจะลดจากทานที่ร้านไปเยอะทีเดียว 

ก๋วยจั๊บร้านนี้เป็นนํ้าข้นครับ ร้านไม่มีชื่อหาไม่ยากครับหน้าปากซอยมีร้านขายโจ๊กมองเข้ามาเห็นคนมุงเยอะๆ ร้านนั้นแหละครับ คนส่วนใหญ่จะสั่งใส่ถุงครับแต่จะทานที่ร้านก็ได้ โต๊ะมีน้อยมากกกกก 

ถ้าจะมาแนะนําให้มาเช้าหน่อยครับประมาณ 8 โมงเครื่องยังครบอยู่ ถ้ามาสายอาจได้ทานแต่หนังกับเต้าหู้ เพราะเจ๊ให้เครื่องไม่อั้น

ปล. ตบท้ายด้วยร้านขนมปังฝรั่งเศสหน้าปากซอย พร้อมกาแฟและอ่านข่าวไปด้วยเป็นการเริ่มวันที่ดีทีเดียว",ก,๋,ว,ย,จ,ั,๊,บ,",",,ร,้,า,น,โ,จ,๊,ก,",",,ข,น,ที่จอดรถกว้างขวางสะดวกสบาย,ร้านอาหารเรื่อนปั้นหยา ที่จอดรถกว้างขวางสะดวกสบาย,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,positive,positive,neutral,ม,ป,ั,ง,ฝ,ร,ั,่,ง,เ,ศ,ส,,,,,,,
"เครปพันชั้น! ไปมาหลายหนแล้ว แต่ไม่เคยรีวิว
จัดสักหน่อยละกัน ^+++^

จากชื่อร้านเมนูเด่นแน่นอนว่าต้องเป็นเครปเค้ก แต่สำหรับเราเฉยๆ อะ ชอบของครัวดอกไม้ขาวมากกว่า เมนูอื่นที่ชอบคือเค้กหมากรุก Strawberry Moussceline (120 บาท กินไม่กี่คำก็หมด แต่อร่อย!) ที่นี่มี macaron ด้วยนะ เมื่อก่อนเคยชอบ โดยเฉพาะรส passion fruit แต่ตอนนี้เฉยๆ แพงขึ้นด้วย จากชิ้นละ 25 บาท เป็น 35 หรือ 45 ไม่แน่ใจ เครื่องดื่มก็เป็นจำพวกชากาแฟ ชาใช้ของ Twinnings ราคาก็ใช้ได้เลย 

ชอบกลรตกแต่งของร้าน เก๋มาก สีสันก็สดใส ปกติชอบไปกินที่สาขาถนนดินสอกับถนนจักรพงษ์",เ,ค,ร,ป,",",,บ,ร,ร,ย,า,ก,า,ศ,",",,ร,า,ค,า,,,อาหารดี บรรยากาศโอเค,ที่จอดรถกว้างขวางสะดวกสบาย,ร้านอาหารเรื่อนปั้นหยา ที่จอดรถกว้างขวางสะดวกสบาย,positive,positive,positive,,,,,,,,,,,,,,,,,,,
"ร้านตั้งอยู่ชั้นล่าง ของโลตัส ศาลายา
อยู่เยื้องๆ ม. มหิดล ถนน บรมราชชนนี
หาง่ายครับ

คุณภาพ มาตรฐาน
นอกจากกาแฟอร่อยแล้ว 
โกโก้ เขาแถมนมข้น และ ขนมปังด้วย
ยังมีอาหารหลากหลายชนิด แก้หิวอีก

วันนั้น ลองสั่ง สปาเก๊ตตี้ ผัดกับ แฮมทอด รสจัดถูกใจคนไทยดีครับ
นอกนั้นปลาลวกจิ้ม ก็อร่อย ไม่เหม็นคาว
สเตีกปลา
ราดหน้าเกี๊ยวกรอบ

อาหารก็คุณภาพได้มาตรฐาน ไม่มีอะไรโดดเด่นนัก
ผมว่าน่าจะลดชนิดเมนูลงบ้าง แต่เน้นอาหารที่อร่อยจริงๆ สัก 5 - 6 อย่าง น่าจะดีนะครับ

",ร,้,า,น,อ,า,ห,า,ร,",",,ส,ป,า,เ,ก,๊,ต,ต,ี,้,",",ร้านอาหารเรื่อนปั้นหยา ที่จอดรถกว้างขวางสะดวกสบาย,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,positive,neutral,neutral,,โ,ล,ต,ั,ส,,,,,,,,,,,,,
"ร้านกาแฟบ้านบางอ้อ เป็นร้านกาแฟที่ดูสบายๆ
หาร้านไม่ยาก เพราะอยู่ติดถนนเลยค่ะ

บรรยากาศมีหลายโซนในร้าน ให้ความรู้สึกเหมืิอนนั่งเล่นในสวนบ้างเพื่อน สวนโล่งๆด้านหลัง หรือ สวนเล็กมีชิงช้าด้านหน้า หรือจะห้องติดแอร์เล็กๆที่หอมกาแฟมากๆ นอกจากกาแฟสดแบบต่างๆ ก็มีเครื่องดื่ม อีกหลากหลายชนิด ให้เลือกลิ้มลอง
ขอแนะนำ ดับเบิ้ลช็อค โกโก้ รสชาติเข้มเข้น เสิร์ฟพร้อมน้ำแข็งที่ทำจากโกโก้ หอมช็อคโกแลตและ เข้มข้นแบบสุดๆ เลยค่า และยังมี Toast ที่อร่อยไม่แพ้ ร้านดังๆส่วนตัวแล้วชอบมากๆ เลยค่ะ ทานง่ายเพราะที่ร้านหั่นมาให้แล้ว ขอบนี่ กรอบมากๆ
วาฟเฟิลที่นี่ก็หอมนุ่ม แต่ก็ยังไม่ได้ถูกใจมาก มาตรฐานวาฟเฟิลแบบนุ่มทั่วๆไปค่ะ

ถ้าใครอยากอิ่มท้อง ก็มีอาหารไว้บริการนะคะ
ขอแนะนำ แซนวิชแฮมชีส (จำชื่อไม่ได้) ให้ชีสมาแบบเต็มที่ ยืดๆเลยค่ะ น่ากินมากๆ แต่เรารู้สึกว่าเลี่ยนไปหน่อย น่าจะมีซอสมะเขือเทศ หนือมายองเนส เสิร์ฟ มาด้วย แต่เพื่อนคนอื่นๆบอกอร่อยมาก จนไปกินซ้ำอีกหลายรอบเลยคะ 

ร้านนี้เหมือนมีคนเคยบอกว่า เป็นร้านที่ไม่เสิร์ฟหมู นะคะ พี่เค้าน่าจะเป็นอิสลาม ใครไปแถวนั้นลองไปดูนะคะ โดยรวมแล้ว อร่อยค่ะ ;)",ก,า,แ,ฟ,",",,บ,ร,ร,ย,า,ก,า,ศ,",",,อ,า,ห,า,ร,,รสชาติดี,บรรยากาศปานกลางครับ,ที่จอดรถกว้างขวางสะดวกสบาย,positive,neutral,positive,,,,,,,,,,,,,,,,,,,
"ร้านอยู่ในย่านการค้า ใกล้สถาน๊รถไฟและห้างสรรพสินค้าสหไทย ห้างท้องถิ่นของจ.นครศรีฯ อยู่ติดกับธนาคารทหารไทย
หาร้านไม่ยากและที่จอดรถค่อนข้างน้อย ต้องเข้าไปจอดตามซอยใกล้ๆร้าน หน้าร้านจะมีป้ายชื่อร้านและกระดานดำเมนูแนะนำ
 
นร้านมีสามโซน มีโซนกินอาหาร โซนกินกาแฟ และโซนนอกห้องแอร์ เครื่องดื่มที่นี่มีให้เลือกเยอะมากรวมๆแล้วเป็นร้อยเมนู ถ้าชอบกาแฟร้อนแนะนำเฌอร้อน เป็นกาแฟใส่นมสูตรที่ร้านเค้ารสหวานมันกำลังดี
 
ส่วนอาหารก็มีให้เลือกเยอะ มีทั้งสเต็ก พาสต้า ก๋วยเตี๋ยว ข้าวราด ข้าวผัด ชอบมากินสเต็กแซลมอลเทอริยากิ อร่อย ^^ 
",ร,้,า,น,อ,า,ห,า,ร,",",,ก,า,แ,ฟ,",",,ส,เ,ต,็,ก,ที่จอดรถกว้างขวางสะดวกสบาย,ร้านอาหารเรื่อนปั้นหยา ที่จอดรถกว้างขวางสะดวกสบาย,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,positive,positive,neutral,,,,,,,,,,,,,,,,,,,
"ร้านสะอาดดี ตกแต่งสวยงาม มีที่จอดรถ ราคาเมนูต่างๆอาจจะสูงไปนิด ถ้าเทียบกับรสชาด ลองไปทานดูมี 
1. เค้กกาแฟแมคคาดีเมีย รสชาดกับราคาสวนทางกันครับ เนื้อเค้กไมอร่อยเลย ทำเหมือนเค้กราคาไม่แพง ราคาขนาดนี้น่าจะดีกว่านี้ครับ
2. คาราเมลแมคคิอัตโต้ กาแฟรสชาดดี ผมอาจจะชอบกาแฟแบบแรงๆ นะครับ เวลาสั่งผมชอบสั่งหวานน้อย เลยคิดว่า อร่อยครับ แต่กาแฟน่าจะหอมกว่านี้หน่อยครับ
โดยรวมไปนั่งชิวๆ ได้สั่งน้ำละกัน เค้กผมว่าไม่คุ้มราคาเลยครับ ลองไปดูละกันครับ",เ,ค,้,ก,",",,ก,า,แ,ฟ,",",,ร,า,ค,า,,,,,,,ที่จอดรถกว้างขวางสะดวกสบาย,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,รสชาติอาหารของที่นี่ถือว่าโอเคในระดับนึง,positive,neutral,neutral,,,,,,,,,,,,,,,,,,,
"ระหว่างหนีการต่อคิวยาวเหยียดจากร้านอาหารชื่อดังในถนนแนบเคหาสน์ ก็เหลือบมาเห็นร้านน่ารักๆ ใน ซ.หัวหิน 51 มีคนไม่มากนัก เลยลองเสี่ยงเข้ามาดู
…......................................................
ร้านตกแต่งน่ารัก เหมือนร้านขนม ร้านกาแฟ แต่จริงแล้วมีเมนูทั้งของคาวและของหวานด้วย :) 
เมนูหลักที่เจ้าของแนะนำ คือ สลัดผักและน้ำสลัดโฮมเมด แต่เราไม่ชอบกินผัก เลยสั่งคาร์โบนาร่าแฮมเบค่อน -- อร่อยมาก ราคาก็ไม่แพง เต็มคำทั้งครีม ชีส และ แฮมเบคอน -- และสั่งเครื่องดื่ม มะม่วงมิลค์เชค เป็นเมนูใหม่ของร้าน -- ละมุนลิ้นมาก นุ่ม ไม่หวานมาก ลงตัวสุดๆ
…......................................................
การบริการ เป็นกันเอง / มีโปรโมชั่นพิเศษ check in ถ่ายรูปลด 5% เราเลยจัดให้ซะหน่อย มาหัวหินครั้งต่อไป สงสัยคงต้องแวะมาชิมเมนูสปาเก็ตตี้และของหวานอื่นๆ อีกอย่างแน่นอน ^^
",ร,้,า,น,อ,า,ห,า,ร,",",,ส,ล,ั,ด,",",,ค,า,ร,์,โ,กาแฟที่ร้านนี้พิเศษคือ กาแฟ Amazon ที่เข้มข้น double ขมสะใจดีครับ,ร้านกาแฟอเมซอนที่มีร้านสรรพสินค้า เจ๊ต ในปั๊มด้วย ร้านจะอยู่ด้วยหลัง เห็นชัดครับ,ร้านกาแฟ Amazon ที่อยู่ในปั๊ม ปตท. ขาเข้ากทม. จากจังหวัดนครปฐม มีร้านสรรพสินค้า เจ๊ต ในปั๊มด้วย ร้านจะอยู่ด้วยหลัง เห็นชัดครับ,positive,neutral,neutral,บ,น,า,ร,่,า,,,,,,,,,,,,,
"ใครรักข้าวห่อไข่ มาจานนี้จะจุใจมาก เพราะเมนูเกือบทั้งเล่มเป็นข้าวห่อไข่สารพัดชนิด ตั้งแต่แบบอนุรักษ์นิยม หรือแบบที่เจาะปั๊บไข่จะเยิ่มทะลักออกมา ยันสูตรแปลกๆแบบที่ไม่มีเห็นที่อื่น เช่นเอาข้าวห่อไข่ไปใส่ในน้ำซุปอีกที ก็มีเหมือนกันค่ะ

รสชาติมาตรฐานดีค่ะ อาจจะค่อนเลี่ยนเล็กน้อยสำหรับคนที่ชอบรสชาติจดๆหน่อย และให้ปริมาณเยอะดี (เรากินแค่ครึ่งเดียวก็อิ่มอืดแล้วค่ะ) แต่ถ้าใครไม่ชอบไข่ ก็มีเมนูสปาเก็ตตี้กับสลัดและออเดิร์ฟไม่ไข่ให้สั่งกันได้ค่ะ

ที่น่าสนใจคือร้านอุตส่าห์มีกาแฟและชาเป็นสูตรของตัวเองด้วย เช่นเดียวกับเมนูขนมหน้าตาน่าทานสไตล์ญี่ปุ่นอีกหลายอย่าง น่าเสียดายด้วยความที่กินแต่ละครั้งก็อิ่มแล้ว เราเลยยังไม่ได้ลองดูว่าอร่อยสักแค่ไหนค่ะ

อาหารราคาเฉลี่ยประมาณร้อยต้นๆถึงสองร้อย(ซึ่ฃอันทีาจริงก็ถือว่าไม่แพงในย่านสุขุมวิท) แต่ด้วยความที่มาชนิดอิ่มแน่ๆ เราถือว่าคุ้มใช้ได้เลยค่ะ",ข,้,า,ว,ห,่,อ,ไ,ข,่,",",,ร,า,ค,า,",",,อ,ิ,่,ม,กาแฟที่นี่อร่อยมาก หอมกลิ่นกาแฟคั่วสด,ร้านนี้พิเศษคือพนักงานน่ารักทุกคน สังเกตว่าลูกค้ามักเป็นหนุ่มๆ ทำฟอร์มมาดื่มกาแฟแต่ชอบดูพนักงาน,ร้านนี้พิเศษคือพนักงานน่ารักทุกคน สังเกตว่าลูกค้ามักเป็นหนุ่มๆ ทำฟอร์มมาดื่มกาแฟแต่ชอบดูพนักงาน,positive,positive,positive,,,,,,,,,,,,,,,,,,,
"ร้านนี้มากินตามดีลเวปดีลชื่อดังค่ะ (ราคาดีล 198฿ จากราคาเต็ม 399฿)ร้านอยู่ที่พาวิลเลี่ยนประตูน้ำ เป็นตึกขายเสื้อผ้าตึกใหม่แถวประตูน้ำแต่ไม่ได้อยู่ติดกับแพลตตินั่มนะคะ อยู่เส้นที่ตรงจากอนุสาวรีย์ไปCTW ค่ะตึกอยู่ทางซ้ายมือ มีที่จอดรถค่ะ จอดเสร็จก็เดินผ่านร้านเสื้อผ้าขึ้นไปชั้น5จะเป็นชั้นที่รวมร้านอาหารหลายๆร้านค่ะ

ก่อนจะมากินดีลนี้เคยเข้าไปอ่านที่คนอื่นมารีวิวมีเสียงบ่นค่อนข้างเยอะค่ะ ว่าคนซื้อดีลกันเยอะมากจนพนง.บริการไม่ทัน ของเติมไม่ทัน ของบางอย่างก็ไม่มีซะงั้น เราเลยจองมากินกลางวันวันธรรมดา แถมเป็นช่วงเจอีกต่างหาก เพื่อหลีกเลี่ยงปัญหานี้ค่ะ

มาถึงยื่นดีลพร้อมแจ้งชื่อตามที่จองไว้ มาเลทกว่าเวลาที่จองไว้ 1 ชม. แต่ไม่มีปัญหาอะไรเพราะทั้งร้านมีคนกินแค่โต๊ะเดียวค่ะ เค้าก็พาไปนั่ง ถามว่าจะเอาซุปอะไร (มิโซะ กิมจิ ชาบู) เสร็จก็เดินไปตักได้เลยค่ะ 

ร้านนี้หลากหลายจริงๆ ขอแบ่งเอาเองเป็น 5 โซนแล้วกันนะคะ^^
1. ของทานเล่นแบบสั่งทำ (ทาโกะยากิ ยากิโซบะ พิซซ่าญี่ปุ่น) ที่โต๊ะมีคลิปดำเอาไว้ให้เอาไปหย่อยสั่งที่เคาเตอร์ค่ะ แต่เหมือนร้านโดนบ่นเรื่องทำอาหารไม่ทัน วันที่ไปเค้าเลยมีพวกทาโกะ พิซซ่าญี่ปุ่นกองไว้หน้าเคาเตอร์แล้ว ผลคืออาหารเย็นชืดค่ะ ถ้าร้อนๆน่าจะอร่อย เสียดายจังร้านน่าจะรักษาจุดยืนตัวเองไว้ว่าให้สั่งเอาจะได้ทำร้อนๆ
2.ของทานเล่นพวกสลัด ยำ มียำสาหร่ายไว้ให้เยอะมาก อร่อยค่ะ สลัดไข่หวาน สลัดทูน่า สลัดปลาดิบ และอื่นๆรวมเกือบ 10 อย่างแน่ะค่ะ
3. น้ำจิ้ม มีตั้งเป็นชั้นไว้สวยงามค่ะ เป็น 10 อย่างเลย ชาบูงา น้พจิ้มแจ่ว ซีฟู๊ด ซีอิ้ว ซอสพริกไทยดำ พอนสึ
4.โซนหลักค่ะ ของไว้ปิ้งย่างชาบู ผักหลายชนิดเลย ที่ชอบคือฟักทองชิ้นโต ที่อื่นไม่ค่อยมีค่ะ ด้านซีฟู๊ดมีปลาหลายชนิด แซลมอน ปลาไข่ ดอลลี่ ซาบะ ปลาหมึก กุ้งแก้ว (หอยแมงภู่ไม่มีซะงั้น จริงๆมันต้องมีนะตามที่เค้าโฆษณาอะค่ะ T-T) ตรงนี้ที่แนะนำเลยคือแซลมอนอร่อยสดค่ะ กุ้งแก้วปิ้งอร่อยมาก กรุบๆ ปลาเนื้อขาวอีกอย่าง ไม่แน่ใจว่าปลาอะไรนะคะ มันๆหน่อย อร่อยดีค่ะ อีกด้ายของโซนนี้จะเป็นพวกเนื้อ หมู ไก่ค่ะ ได้อารมณ์เหมือนกินหมูกระทะข้างทางพิกลอ่ะค่ะ เพราะร้านชาบูส่วนใหญ่จะมีเนื้อ หมูให้เลือกหลายแบบแล้วสไลซ์มาอย่างดี แต่ที่นี่ไม่ใช่ค่ะ เนื้อ หมู ไก่ แบบไม่ปรุงมีอน่างละ 1 แบบค่ะ ไม่รู้ว่าทำมาจากส่วนไหนสันนอก สันใน อะไรไม่รู้เลย หั่นกองๆไว้ค่ะ จะไปหนักที่ทำปรุงรสเยอะมาก ไก่กาแฟ ไก่กิมจิ ไก่แกงกะหรี่ 20 แบบได้มั้งคะ แต่การจัดวาง+การหั่นไม่น่ากินอะค่ะ หั่นปนกะส่วนหนัง ส่วนมันมาด้วย โซนนี้เลยชิมไปนิดเดียวจริงๆขอบายอะค่ะ ใครชอบกินเนื้อพรีเมี่ยมข้ามร้านนี้ไปเลยค่ะ
5.ขนมหวานค่ะ มีน้ำแข็งใส ต้องกดเครื่องเองค่ะ เครื่องของญี่ปุ่นไปมองๆเจอปุ่มon กดเลยค่ะ กดแล้วน้ำแข็งไม่ไหลออกมา พนง.เดินมาช่วยค่ะ ต้องเปิดฝาเครื่องข้างบนก่อนเพื่อใส่น้ำแข็งลงไปค่ะ เขินเลย -_-"" น้ำแข็งออกมาไม่ละเอียดมากนะคะ ปินละเย็นเจี๊ยบ(เย็นกว่าน้ำแข็งละเอียดแบบเกล็ดหิมะ) มีน้ำแดง น้ำกะทิให้เลือกราด พร้อมหน้าอีกหลากอย่างค่ะ ไปที่ตู้ไอติมบ้าง ไอติมมีเรนโบว์ ช็อกโกแลตให้โรย 4-5 แบบค่ะ นอกจากนี้ก็มี ผลไม้ แล้วก็เยลลี่ เพนนาคอตต้า 

ร้านนี้เด่นเรื่องความหลากหลาย แต่คุณภาพไม่สูงค่ะ ราคาดีล 198฿ ถือว่าโอเคอยู่ แต่ถ้าราคาเต็ม 399฿ เราไม่กินค่ะ 

ด้านบริการ ไม่โอค่ะ พาไปโต๊ะ จัดซุปให้ชาบูละหายไปเลยค่ะ ไม่มีการมาเก็บจานอีก ต่อให้กินจนไม่มีที่วางจานแล้วก็ไม่เก็บค่ะ ทำน้ำหกที้พื้นก็ไม่มาเช็ด ไปยืนเม้าแตกกันอยู่หน้าร้าน ขวางตรงที่จะตักซีฟู๊ดพอดีอีกต่างหาก ทั้งที่มีพนง.เกิน 10 คนแต่มีลูกค้าแค่ 2 โต๊ะแท้ๆ คงคิดว่าบุฟเฟ่ห์ลูกค้าตักกันเองอยู่แล้วเลยไม่สนใจมั้งคะ ไม่รู้จะมีพนง.เยอะขนาดนี้ไว้ทำไม

อุ๊ย เผลอบ่นเยอะอีกแล้ว ก่อนจะจบรีวิวนี้ ขอพูดถึงเครื่องปิ้งของเค้าซักหน่อยค่ะ เค้าบอกว่าเอาเครื่องมาจากเกาหลี เก็บความร้อนดี ไม่ร้อนหน้า หน้าไม่มัน แต่!! จากที่ได้กิน ความร้อนไม่ขึ้นหน้าจริง แต่ควันขึ้นนะคะ กลับบ้านได้สระผมใหม่แน่นอน ตัวเครื่องร้อนค่ะระวังมือไปโดน โดยเฉพาะถ้ามีเด็กไปด้วยต้องระวังมากๆค่ะ ความร้อนระบายลงใต้โต๊ะด้วยค่ะ ควรใส่กางเกงขายาวไปค่ะ เรื่องความติดกระทะ คนล่นกันเยอะเลย แต่ถ้าเราราดซอสสำหรับปิ้งย่างที่มีให้ที่โต๊ะลงไปจะไม่ติดค่ะ

จบรีวิวแล้วค่ะ ต่อไปคงงดรีวิวบุฟเฟ่ห์ซักระยะนะคะ อ้วนมากแล้ว (จริงๆคือกินบ่อยเริ่มเอียนค่ะ ฮ่าๆ)",บ,ุ,ฟ,เ,ฟ,ต,์,",",,ช,า,บ,ู,",",,ร,า,ค,า,,,,ร้านกาแฟ Amazon ที่อยู่ในปั๊ม ปตท. ขาเข้ากทม. จากจังหวัดนครปฐม มีร้านสรรพสินค้า เจ๊ต ในปั๊มด้วย ร้านจะอยู่ด้วยหลัง เห็นชัดครับ,ร้านนี้พิเศษคือพนักงานน่ารักทุกคน สังเกตว่าลูกค้ามักเป็นหนุ่มๆ ทำฟอร์มมาดื่มกาแฟแต่ชอบดูพนักงาน,ร้านกาแฟอเมซอนที่มีร้านสรรพสินค้า เจ๊ต ในปั๊มด้วย ร้านจะอยู่ด้วยหลัง เห็นชัดครับ,neutral,positive,neutral,,,,,,,,,,,,,,,,,,,
"ประโยชน์ของน้ำแตงโมปั่น
แตงโม มีมากมายหลายพันธุ์ให้เลือกรับประทาน พันธุ์ที่นิยมกันมาก ก็มีแตงโมจินตหรา แตงโมตอปิโดและแตงโมที่มีเนื้อสีเหลือง หรือแตงโมน้ำผึ้ง ส่วนใครที่ไม่ชอบรับประทานแตงโม เพราะรำคาญเมล็ดอันมากมายของมัน เดี๋ยวนี้เขาก็มีแตงโมพันธุ์ไม่มีเมล็ดให้เลือกซื้อเหมือนกัน แต่สนนราคาก็แพงน่าดู
แตงโม ไม่เพียงมีรสหวานและเย็นเท่านั้น ยังมีสารอาหารต่างๆที่มีประโยชน์ ทั้งแคลเซียม ฟอสฟอรัส เหล็ก โปแตสเซียม และวิตามินต่างๆ โดยเฉพาะวิตามินเอ ซึ่งมีมากเป็นพิเศษในเนื้อแตงโมที่มีสีแดงๆ
แตงโม เป็นผลไม้ฉ่ำน้ำ มีความเย็น รสหวาน รับประทานเป็นผลไม้แก้กระหายคลายร้อนได้อย่างดี หรือนำมาทำเป็นน้ำแตงโมปั่น น้ำแตงโมเชค ดื่มแก้กระหาย หรือดื่มเป็นน้ำผลไม้เพื่อสุขภาพ ดื่มกันได้ตลอดทั้งวัน อาจเป็นช่วงระหว่างมื้ออาหาร หรือก่อนนอนก็ได้ เหมาะอย่างยิ่งสำหรับผู้ที่อ่อนเพลียมากๆ เช่น ผู้ป่วยที่อยู่ในระยะพักฟื้น หรือหลังจากการผ่าตัด เพราะน้ำแตงโมปั่นช่วยให้ร่างกายรู้สึกกระชุ่มกระชวยขึ้น
น้ำแตงโมปั่น ยังช่วยทำให้ร่างกายขับปัสสาวะได้ดี จึงมีผลช่วยล้างไต ล้างกระเพาะปัสสาวะ ไม่ให้ร่างกายมีการสะสมกรดยูริค อันเป็นสาเหตุของการเกิดโรคไขข้อ โรคเกาต์ สำหรับคนผิวหนังแห้งกร้าน อันเนื่องมาจากภาวะเลือดเป็นกรด เพราะกินเนื้อสัตว์ ของทอด ขนมหวาน อาหารแป้งขัดขาว และเครื่องดื่มพวกกาแฟ โคล่ามากเกินไป น้ำแตงโมช่วยได้ นอกจากนี้ในเนื้อแตงโมยังมีเอ็นไซม์ที่ช่วยกระตุ้นความอยากอาหารอีกด้วย ก่อนกินข้าวก็ดื่มน้ำแตงโมปั่นสักแก้วจะได้เจริญอาหาร
การเลือกซื้อแตงโม ต้องซื้อที่มีผิวเปลือกเรียบ ไม่เป็นรอย รูปทรงสวยงาม ถ้าเลือกซื้อที่ผ่าแล้วได้ยิ่งดี เพราะจะได้เห็นลักษณะของเนื้อแตงโมได้ เนื้อแตงโมต้องมีสีแดง เนื้อเนียน ไส้ไม่ส้ม มีรสหวานเย็นน้ำแตงโมปั่น",แ,ต,ง,โ,ม,",",,น,้,ำ,แ,ต,ง,โ,ม,ป,ั,่,น,",",,ส,กาแฟที่ร้านนี้ คือ กาแฟ Amazon ที่เข้มข้น double ขมสะใจดีครับ,ร้านนี้พิเศษคือพนักงานน่ารักทุกคน สังเกตว่าลูกค้ามักเป็นหนุ่มๆ ทำฟอร์มมาดื่มกาแฟแต่ชอบดูพนักงาน,ร้านนี้พิเศษคือพนักงานน่ารักทุกคน สังเกตว่าลูกค้ามักเป็นหนุ่มๆ ทำฟอร์มมาดื่มกาแฟแต่ชอบดูพนักงาน,positive,positive,positive,า,ร,อ,า,ห,า,ร,,,,,,,,,,,,
